CMS SCHEDULE,YEAR,EFF_DATE,HCPCS,MOD,SHORTDESC,GEOGRAPHY,FILE_NAME,NF RATE,F RATE
4. DME,2025,2025-01-01,E0439,,Stationary liquid 02,OR (NR),DMEPOS_JAN.csv,92.08,92.08
4. DME,2025,2025-01-01,E0439,RRQB,Stationary liquid 02,OR (NR),DMEPOS_JAN.csv,92.08,92.08
4. DME,2025,2025-01-01,E0439,RRQF,Stationary liquid 02,OR (NR),DMEPOS_JAN.csv,92.08,92.08
4. DME,2025,2025-01-01,E0441,,"Stationary o2 contents, gas",OR (NR),DMEPOS_JAN.csv,67.06,67.06
4. DME,2025,2025-01-01,E0442,,"Stationary o2 contents, liq",OR (NR),DMEPOS_JAN.csv,67.06,67.06
4. DME,2025,2025-01-01,E0443,,"Portable 02 contents, gas",OR (NR),DMEPOS_JAN.csv,58.08,58.08
4. DME,2025,2025-01-01,E0444,,"Portable 02 contents, liquid",OR (NR),DMEPOS_JAN.csv,58.08,58.08
4. DME,2025,2025-01-01,E0447,,"Port o2 cont, liq over 4 lpm",OR (NR),DMEPOS_JAN.csv,87.12,87.12
4. DME,2025,2025-01-01,E0462,,Rocking bed w/ or w/o side r,OR (NR),DMEPOS_JAN.csv,407.16,407.16
4. DME,2025,2025-01-01,E0465,,Home vent invasive interface,OR (NR),DMEPOS_JAN.csv,1307.02,1307.02
4. DME,2025,2025-01-01,E0466,,Home vent non-invasive inter,OR (NR),DMEPOS_JAN.csv,1307.02,1307.02
4. DME,2025,2025-01-01,E0467,,Home vent multi-function,OR (NR),DMEPOS_JAN.csv,1514.07,1514.07
4. DME,2025,2025-01-01,E0468,,home vent dual,OR (NR),DMEPOS_JAN.csv,1407.16,1407.16
4. DME,2025,2025-01-01,E0469,,Lung expans high oscil neb,OR (NR),DMEPOS_JAN.csv,1536.47,1536.47
4. DME,2025,2025-01-01,E0470,,Rad w/o backup non-inv intfc,OR (NR),DMEPOS_JAN.csv,129.46,129.46
4. DME,2025,2025-01-01,E0471,,Rad w/backup non inv intrfc,OR (NR),DMEPOS_JAN.csv,321.05,321.05
4. DME,2025,2025-01-01,E0472,,Rad w backup invasive intrfc,OR (NR),DMEPOS_JAN.csv,533.03,533.03
4. DME,2025,2025-01-01,E0480,,Percussor elect/pneum home m,OR (NR),DMEPOS_JAN.csv,58.57,58.57
4. DME,2025,2025-01-01,E0482,,Cough stimulating device,OR (NR),DMEPOS_JAN.csv,600.84,600.84
4. DME,2025,2025-01-01,E0483,,Hi freq chest wall oscil sys,OR (NR),DMEPOS_JAN.csv,1485.41,1485.41
4. DME,2025,2025-01-01,E0484,,Non-elec oscillatory pep dvc,OR (NR),DMEPOS_JAN.csv,51.61,51.61
4. DME,2025,2025-01-01,E0484,,Non-elec oscillatory pep dvc,OR (NR),DMEPOS_JAN.csv,5.16,5.16
4. DME,2025,2025-01-01,E0484,,Non-elec oscillatory pep dvc,OR (NR),DMEPOS_JAN.csv,38.71,38.71
4. DME,2025,2025-01-01,E0485,,Oral device/appliance prefab,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0485,,Oral device/appliance prefab,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0485,,Oral device/appliance prefab,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0486,,Oral device/appliance cusfab,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0486,,Oral device/appliance cusfab,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0486,,Oral device/appliance cusfab,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0490,,Control unit nm hw remote,OR (NR),DMEPOS_JAN.csv,125.08,125.08
4. DME,2025,2025-01-01,E0491,,Oral dv nm mouthpc hw remote,OR (NR),DMEPOS_JAN.csv,103.3,103.3
4. DME,2025,2025-01-01,E0500,,Ippb all types,OR (NR),DMEPOS_JAN.csv,142.76,142.76
4. DME,2025,2025-01-01,E0530,,Electronic posa treatment,OR (NR),DMEPOS_JAN.csv,36.39,36.39
4. DME,2025,2025-01-01,E0550,,Humidif extens supple w ippb,OR (NR),DMEPOS_JAN.csv,59.54,59.54
4. DME,2025,2025-01-01,E0560,,Humidifier supplemental w/ i,OR (NR),DMEPOS_JAN.csv,175.55,175.55
4. DME,2025,2025-01-01,E0560,,Humidifier supplemental w/ i,OR (NR),DMEPOS_JAN.csv,20.57,20.57
4. DME,2025,2025-01-01,E0560,,Humidifier supplemental w/ i,OR (NR),DMEPOS_JAN.csv,131.67,131.67
4. DME,2025,2025-01-01,E0561,,Humidifier nonheated w pap,OR (NR),DMEPOS_JAN.csv,91.84,91.84
4. DME,2025,2025-01-01,E0561,,Humidifier nonheated w pap,OR (NR),DMEPOS_JAN.csv,9.18,9.18
4. DME,2025,2025-01-01,E0561,,Humidifier nonheated w pap,OR (NR),DMEPOS_JAN.csv,68.88,68.88
4. DME,2025,2025-01-01,E0562,,Humidifier heated used w pap,OR (NR),DMEPOS_JAN.csv,163.78,163.78
4. DME,2025,2025-01-01,E0562,,Humidifier heated used w pap,OR (NR),DMEPOS_JAN.csv,16.38,16.38
4. DME,2025,2025-01-01,E0562,,Humidifier heated used w pap,OR (NR),DMEPOS_JAN.csv,122.83,122.83
4. DME,2025,2025-01-01,E0565,,Compressor air power source,OR (NR),DMEPOS_JAN.csv,51.47,51.47
4. DME,2025,2025-01-01,E0570,,Nebulizer with compression,OR (NR),DMEPOS_JAN.csv,5.93,5.93
4. DME,2025,2025-01-01,E0572,,Aerosol compressor adjust pr,OR (NR),DMEPOS_JAN.csv,33.15,33.15
4. DME,2025,2025-01-01,E0574,,Ultrasonic generator w svneb,OR (NR),DMEPOS_JAN.csv,56.24,56.24
4. DME,2025,2025-01-01,E0575,,Nebulizer ultrasonic,OR (NR),DMEPOS_JAN.csv,139.7,139.7
4. DME,2025,2025-01-01,E0580,,Nebulizer for use w/ regulat,OR (NR),DMEPOS_JAN.csv,161.43,161.43
4. DME,2025,2025-01-01,E0580,,Nebulizer for use w/ regulat,OR (NR),DMEPOS_JAN.csv,16.15,16.15
4. DME,2025,2025-01-01,E0580,,Nebulizer for use w/ regulat,OR (NR),DMEPOS_JAN.csv,121.04,121.04
4. DME,2025,2025-01-01,E0585,,Nebulizer w/ compressor & he,OR (NR),DMEPOS_JAN.csv,33.68,33.68
4. DME,2025,2025-01-01,E0600,,Suction pump portab hom modl,OR (NR),DMEPOS_JAN.csv,55.77,55.77
4. DME,2025,2025-01-01,E0601,,Cont airway pressure device,OR (NR),DMEPOS_JAN.csv,49.12,49.12
4. DME,2025,2025-01-01,E0602,,Manual breast pump,OR (NR),DMEPOS_JAN.csv,41.24,41.24
4. DME,2025,2025-01-01,E0602,,Manual breast pump,OR (NR),DMEPOS_JAN.csv,4.16,4.16
4. DME,2025,2025-01-01,E0602,,Manual breast pump,OR (NR),DMEPOS_JAN.csv,30.94,30.94
4. DME,2025,2025-01-01,E0605,,Vaporizer room type,OR (NR),DMEPOS_JAN.csv,36.9,36.9
4. DME,2025,2025-01-01,E0605,,Vaporizer room type,OR (NR),DMEPOS_JAN.csv,4.3,4.3
4. DME,2025,2025-01-01,E0605,,Vaporizer room type,OR (NR),DMEPOS_JAN.csv,30.43,30.43
4. DME,2025,2025-01-01,E0606,,Drainage board postural,OR (NR),DMEPOS_JAN.csv,31.02,31.02
4. DME,2025,2025-01-01,E0607,,Blood glucose monitor home,OR (NR),DMEPOS_JAN.csv,93.36,93.36
4. DME,2025,2025-01-01,E0607,,Blood glucose monitor home,OR (NR),DMEPOS_JAN.csv,9.33,9.33
4. DME,2025,2025-01-01,E0607,,Blood glucose monitor home,OR (NR),DMEPOS_JAN.csv,70.0,70.0
4. DME,2025,2025-01-01,E0610,,Pacemaker monitr audible/vis,OR (NR),DMEPOS_JAN.csv,282.47,282.47
4. DME,2025,2025-01-01,E0610,,Pacemaker monitr audible/vis,OR (NR),DMEPOS_JAN.csv,29.79,29.79
4. DME,2025,2025-01-01,E0610,,Pacemaker monitr audible/vis,OR (NR),DMEPOS_JAN.csv,211.88,211.88
4. DME,2025,2025-01-01,E0615,,Pacemaker monitr digital/vis,OR (NR),DMEPOS_JAN.csv,568.62,568.62
4. DME,2025,2025-01-01,E0615,,Pacemaker monitr digital/vis,OR (NR),DMEPOS_JAN.csv,69.48,69.48
4. DME,2025,2025-01-01,E0615,,Pacemaker monitr digital/vis,OR (NR),DMEPOS_JAN.csv,426.51,426.51
4. DME,2025,2025-01-01,E0617,,Automatic ext defibrillator,OR (NR),DMEPOS_JAN.csv,424.8,424.8
4. DME,2025,2025-01-01,E0617,RRKF,Automatic ext defibrillator,OR (NR),DMEPOS_JAN.csv,471.65,471.65
4. DME,2025,2025-01-01,E0618,,Apnea monitor,OR (NR),DMEPOS_JAN.csv,391.72,391.72
4. DME,2025,2025-01-01,E0619,,Apnea monitor w recorder,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0620,,Cap bld skin piercing laser,OR (NR),DMEPOS_JAN.csv,122.15,122.15
4. DME,2025,2025-01-01,E0621,,Patient lift sling or seat,OR (NR),DMEPOS_JAN.csv,93.19,93.19
4. DME,2025,2025-01-01,E0621,,Patient lift sling or seat,OR (NR),DMEPOS_JAN.csv,9.32,9.32
4. DME,2025,2025-01-01,E0621,,Patient lift sling or seat,OR (NR),DMEPOS_JAN.csv,69.89,69.89
4. DME,2025,2025-01-01,E0627,,"Seat lift mech, electric any",OR (NR),DMEPOS_JAN.csv,311.09,311.09
4. DME,2025,2025-01-01,E0627,,"Seat lift mech, electric any",OR (NR),DMEPOS_JAN.csv,31.11,31.11
4. DME,2025,2025-01-01,E0627,,"Seat lift mech, electric any",OR (NR),DMEPOS_JAN.csv,233.32,233.32
4. DME,2025,2025-01-01,E0629,,"Seat lift mech, non-electric",OR (NR),DMEPOS_JAN.csv,308.62,308.62
4. DME,2025,2025-01-01,E0629,,"Seat lift mech, non-electric",OR (NR),DMEPOS_JAN.csv,30.86,30.86
4. DME,2025,2025-01-01,E0629,,"Seat lift mech, non-electric",OR (NR),DMEPOS_JAN.csv,231.46,231.46
4. DME,2025,2025-01-01,E0630,,Patient lift hydraulic,OR (NR),DMEPOS_JAN.csv,66.97,66.97
4. DME,2025,2025-01-01,E0635,,Patient lift electric,OR (NR),DMEPOS_JAN.csv,148.29,148.29
4. DME,2025,2025-01-01,E0636,,Pt support & positioning sys,OR (NR),DMEPOS_JAN.csv,1163.69,1163.69
4. DME,2025,2025-01-01,E0639,,Moveable patient lift system,OR (NR),DMEPOS_JAN.csv,150.01,150.01
4. DME,2025,2025-01-01,E0640,,Fixed patient lift system,OR (NR),DMEPOS_JAN.csv,150.01,150.01
4. DME,2025,2025-01-01,E0650,,Pneuma compresor non-segment,OR (NR),DMEPOS_JAN.csv,1006.26,1006.26
4. DME,2025,2025-01-01,E0650,,Pneuma compresor non-segment,OR (NR),DMEPOS_JAN.csv,124.18,124.18
4. DME,2025,2025-01-01,E0650,,Pneuma compresor non-segment,OR (NR),DMEPOS_JAN.csv,754.71,754.71
4. DME,2025,2025-01-01,E0651,,Pneum compressor segmental,OR (NR),DMEPOS_JAN.csv,1283.19,1283.19
4. DME,2025,2025-01-01,E0651,,Pneum compressor segmental,OR (NR),DMEPOS_JAN.csv,128.31,128.31
4. DME,2025,2025-01-01,E0651,,Pneum compressor segmental,OR (NR),DMEPOS_JAN.csv,962.43,962.43
4. DME,2025,2025-01-01,E0652,,Pneum compres w/cal pressure,OR (NR),DMEPOS_JAN.csv,7407.17,7407.17
4. DME,2025,2025-01-01,E0652,,Pneum compres w/cal pressure,OR (NR),DMEPOS_JAN.csv,732.05,732.05
4. DME,2025,2025-01-01,E0652,,Pneum compres w/cal pressure,OR (NR),DMEPOS_JAN.csv,5550.41,5550.41
4. DME,2025,2025-01-01,E0655,,Pneumatic appliance half arm,OR (NR),DMEPOS_JAN.csv,150.8,150.8
4. DME,2025,2025-01-01,E0655,,Pneumatic appliance half arm,OR (NR),DMEPOS_JAN.csv,17.73,17.73
4. DME,2025,2025-01-01,E0655,,Pneumatic appliance half arm,OR (NR),DMEPOS_JAN.csv,113.24,113.24
4. DME,2025,2025-01-01,E0656,,Segmental pneumatic trunk,OR (NR),DMEPOS_JAN.csv,80.74,80.74
4. DME,2025,2025-01-01,E0657,,Segmental pneumatic chest,OR (NR),DMEPOS_JAN.csv,75.85,75.85
4. DME,2025,2025-01-01,E0660,,Pneumatic appliance full leg,OR (NR),DMEPOS_JAN.csv,223.2,223.2
4. DME,2025,2025-01-01,E0660,,Pneumatic appliance full leg,OR (NR),DMEPOS_JAN.csv,23.22,23.22
4. DME,2025,2025-01-01,E0660,,Pneumatic appliance full leg,OR (NR),DMEPOS_JAN.csv,167.39,167.39
4. DME,2025,2025-01-01,E0665,,Pneumatic appliance full arm,OR (NR),DMEPOS_JAN.csv,191.42,191.42
4. DME,2025,2025-01-01,E0665,,Pneumatic appliance full arm,OR (NR),DMEPOS_JAN.csv,19.65,19.65
4. DME,2025,2025-01-01,E0665,,Pneumatic appliance full arm,OR (NR),DMEPOS_JAN.csv,143.74,143.74
4. DME,2025,2025-01-01,E0666,,Pneumatic appliance half leg,OR (NR),DMEPOS_JAN.csv,192.94,192.94
4. DME,2025,2025-01-01,E0666,,Pneumatic appliance half leg,OR (NR),DMEPOS_JAN.csv,19.87,19.87
4. DME,2025,2025-01-01,E0666,,Pneumatic appliance half leg,OR (NR),DMEPOS_JAN.csv,144.73,144.73
4. DME,2025,2025-01-01,E0667,,Seg pneumatic appl full leg,OR (NR),DMEPOS_JAN.csv,452.36,452.36
4. DME,2025,2025-01-01,E0667,,Seg pneumatic appl full leg,OR (NR),DMEPOS_JAN.csv,51.08,51.08
4. DME,2025,2025-01-01,E0667,,Seg pneumatic appl full leg,OR (NR),DMEPOS_JAN.csv,339.29,339.29
4. DME,2025,2025-01-01,E0668,,Seg pneumatic appl full arm,OR (NR),DMEPOS_JAN.csv,617.39,617.39
4. DME,2025,2025-01-01,E0668,,Seg pneumatic appl full arm,OR (NR),DMEPOS_JAN.csv,60.93,60.93
4. DME,2025,2025-01-01,E0668,,Seg pneumatic appl full arm,OR (NR),DMEPOS_JAN.csv,463.06,463.06
4. DME,2025,2025-01-01,E0669,,Seg pneumatic appli half leg,OR (NR),DMEPOS_JAN.csv,256.13,256.13
4. DME,2025,2025-01-01,E0669,,Seg pneumatic appli half leg,OR (NR),DMEPOS_JAN.csv,25.61,25.61
4. DME,2025,2025-01-01,E0669,,Seg pneumatic appli half leg,OR (NR),DMEPOS_JAN.csv,192.12,192.12
4. DME,2025,2025-01-01,E0670,,Seg pneum int legs/trunk,OR (NR),DMEPOS_JAN.csv,1756.34,1756.34
4. DME,2025,2025-01-01,E0670,,Seg pneum int legs/trunk,OR (NR),DMEPOS_JAN.csv,188.01,188.01
4. DME,2025,2025-01-01,E0670,,Seg pneum int legs/trunk,OR (NR),DMEPOS_JAN.csv,1317.19,1317.19
4. DME,2025,2025-01-01,E0671,,Pressure pneum appl full leg,OR (NR),DMEPOS_JAN.csv,580.33,580.33
4. DME,2025,2025-01-01,E0671,,Pressure pneum appl full leg,OR (NR),DMEPOS_JAN.csv,58.07,58.07
4. DME,2025,2025-01-01,E0671,,Pressure pneum appl full leg,OR (NR),DMEPOS_JAN.csv,435.21,435.21
4. DME,2025,2025-01-01,E0672,,Pressure pneum appl full arm,OR (NR),DMEPOS_JAN.csv,450.9,450.9
4. DME,2025,2025-01-01,E0672,,Pressure pneum appl full arm,OR (NR),DMEPOS_JAN.csv,45.13,45.13
4. DME,2025,2025-01-01,E0672,,Pressure pneum appl full arm,OR (NR),DMEPOS_JAN.csv,338.2,338.2
4. DME,2025,2025-01-01,E0673,,Pressure pneum appl half leg,OR (NR),DMEPOS_JAN.csv,374.67,374.67
4. DME,2025,2025-01-01,E0673,,Pressure pneum appl half leg,OR (NR),DMEPOS_JAN.csv,37.47,37.47
4. DME,2025,2025-01-01,E0673,,Pressure pneum appl half leg,OR (NR),DMEPOS_JAN.csv,281.06,281.06
4. DME,2025,2025-01-01,E0675,,Pneumatic compression device,OR (NR),DMEPOS_JAN.csv,537.28,537.28
4. DME,2025,2025-01-01,E0677,,Non pneum seq comp trunk,OR (NR),DMEPOS_JAN.csv,80.74,80.74
4. DME,2025,2025-01-01,E0678,,Non pneum seq comp full leg,OR (NR),DMEPOS_JAN.csv,45.24,45.24
4. DME,2025,2025-01-01,E0679,,Non pneum seq comp half leg,OR (NR),DMEPOS_JAN.csv,25.61,25.61
4. DME,2025,2025-01-01,E0680,,Non pneum comp control cal,OR (NR),DMEPOS_JAN.csv,740.72,740.72
4. DME,2025,2025-01-01,E0681,,Non pneu comp control w/o ca,OR (NR),DMEPOS_JAN.csv,128.32,128.32
4. DME,2025,2025-01-01,E0682,,Non pneum compress full arm,OR (NR),DMEPOS_JAN.csv,61.74,61.74
4. DME,2025,2025-01-01,E0683,,Non pneu peristalic comp pmp,OR (NR),DMEPOS_JAN.csv,79.93,79.93
4. DME,2025,2025-01-01,E0691,,Uvl pnl 2 sq ft or less,OR (NR),DMEPOS_JAN.csv,1255.5,1255.5
4. DME,2025,2025-01-01,E0691,,Uvl pnl 2 sq ft or less,OR (NR),DMEPOS_JAN.csv,125.54,125.54
4. DME,2025,2025-01-01,E0691,,Uvl pnl 2 sq ft or less,OR (NR),DMEPOS_JAN.csv,941.63,941.63
4. DME,2025,2025-01-01,E0692,,Uvl sys panel 4 ft,OR (NR),DMEPOS_JAN.csv,1576.57,1576.57
4. DME,2025,2025-01-01,E0692,,Uvl sys panel 4 ft,OR (NR),DMEPOS_JAN.csv,157.63,157.63
4. DME,2025,2025-01-01,E0692,,Uvl sys panel 4 ft,OR (NR),DMEPOS_JAN.csv,1182.42,1182.42
4. DME,2025,2025-01-01,E0693,,Uvl sys panel 6 ft,OR (NR),DMEPOS_JAN.csv,1943.46,1943.46
4. DME,2025,2025-01-01,E0693,,Uvl sys panel 6 ft,OR (NR),DMEPOS_JAN.csv,194.36,194.36
4. DME,2025,2025-01-01,E0693,,Uvl sys panel 6 ft,OR (NR),DMEPOS_JAN.csv,1457.59,1457.59
4. DME,2025,2025-01-01,E0694,,Uvl md cabinet sys 6 ft,OR (NR),DMEPOS_JAN.csv,6185.86,6185.86
4. DME,2025,2025-01-01,E0694,,Uvl md cabinet sys 6 ft,OR (NR),DMEPOS_JAN.csv,618.58,618.58
4. DME,2025,2025-01-01,E0694,,Uvl md cabinet sys 6 ft,OR (NR),DMEPOS_JAN.csv,4639.43,4639.43
4. DME,2025,2025-01-01,E0705,,Transfer device,OR (NR),DMEPOS_JAN.csv,53.57,53.57
4. DME,2025,2025-01-01,E0705,NUKU,Transfer device,OR (NR),DMEPOS_JAN.csv,77.04,77.04
4. DME,2025,2025-01-01,E0705,,Transfer device,OR (NR),DMEPOS_JAN.csv,5.36,5.36
4. DME,2025,2025-01-01,E0705,RRKU,Transfer device,OR (NR),DMEPOS_JAN.csv,7.83,7.83
4. DME,2025,2025-01-01,E0705,,Transfer device,OR (NR),DMEPOS_JAN.csv,40.18,40.18
4. DME,2025,2025-01-01,E0705,UEKU,Transfer device,OR (NR),DMEPOS_JAN.csv,56.4,56.4
4. DME,2025,2025-01-01,E0720,,Tens two lead,OR (NR),DMEPOS_JAN.csv,67.4,67.4
4. DME,2025,2025-01-01,E0730,,Tens four lead,OR (NR),DMEPOS_JAN.csv,66.84,66.84
4. DME,2025,2025-01-01,E0731,,Conductive garment for tens/,OR (NR),DMEPOS_JAN.csv,87.78,87.78
4. DME,2025,2025-01-01,E0732,,Ces system,OR (NR),DMEPOS_JAN.csv,43.65,43.65
4. DME,2025,2025-01-01,E0733,,Trans elec nerv for trigemin,OR (NR),DMEPOS_JAN.csv,43.65,43.65
4. DME,2025,2025-01-01,E0734,,Ext up limb tremor stim wris,OR (NR),DMEPOS_JAN.csv,439.54,439.54
4. DME,2025,2025-01-01,E0735,,Non-invasive vagus nerv stim,OR (NR),DMEPOS_JAN.csv,43.65,43.65
4. DME,2025,2025-01-01,E0736,,Transcut tibial nerv stimula,OR (NR),DMEPOS_JAN.csv,43.65,43.65
4. DME,2025,2025-01-01,E0738,,Upper extremity rehab,OR (NR),DMEPOS_JAN.csv,1999.65,1999.65
4. DME,2025,2025-01-01,E0739,,Rehab sys active assist rt,OR (NR),DMEPOS_JAN.csv,1566.33,1566.33
4. DME,2025,2025-01-01,E0740,,Non-implant pelv flr e-stim,OR (NR),DMEPOS_JAN.csv,73.06,73.06
4. DME,2025,2025-01-01,E0743,,Ext low ext nerve stimu rls,OR (NR),DMEPOS_JAN.csv,237.45,237.45
4. DME,2025,2025-01-01,E0744,,Neuromuscular stim for scoli,OR (NR),DMEPOS_JAN.csv,127.95,127.95
4. DME,2025,2025-01-01,E0745,,Neuromuscular stim for shock,OR (NR),DMEPOS_JAN.csv,125.08,125.08
4. DME,2025,2025-01-01,E0747,NUKF,Elec osteogen stim not spine,OR (NR),DMEPOS_JAN.csv,5471.51,5471.51
4. DME,2025,2025-01-01,E0747,RRKF,Elec osteogen stim not spine,OR (NR),DMEPOS_JAN.csv,543.7,543.7
4. DME,2025,2025-01-01,E0747,UEKF,Elec osteogen stim not spine,OR (NR),DMEPOS_JAN.csv,4065.23,4065.23
4. DME,2025,2025-01-01,E0748,NUKF,Elec osteogen stim spinal,OR (NR),DMEPOS_JAN.csv,5436.08,5436.08
4. DME,2025,2025-01-01,E0748,RRKF,Elec osteogen stim spinal,OR (NR),DMEPOS_JAN.csv,543.57,543.57
4. DME,2025,2025-01-01,E0748,UEKF,Elec osteogen stim spinal,OR (NR),DMEPOS_JAN.csv,4077.07,4077.07
4. DME,2025,2025-01-01,E0749,RRKF,Elec osteogen stim implanted,OR (NR),DMEPOS_JAN.csv,397.31,397.31
4. DME,2025,2025-01-01,E0760,NUKF,Osteogen ultrasound stimltor,OR (NR),DMEPOS_JAN.csv,4517.27,4517.27
4. DME,2025,2025-01-01,E0760,RRKF,Osteogen ultrasound stimltor,OR (NR),DMEPOS_JAN.csv,451.73,451.73
4. DME,2025,2025-01-01,E0760,UEKF,Osteogen ultrasound stimltor,OR (NR),DMEPOS_JAN.csv,3387.91,3387.91
4. DME,2025,2025-01-01,E0762,,Trans elec jt stim dev sys,OR (NR),DMEPOS_JAN.csv,130.59,130.59
4. DME,2025,2025-01-01,E0764,RRKF,Functional neuromuscularstim,OR (NR),DMEPOS_JAN.csv,1546.22,1546.22
4. DME,2025,2025-01-01,E0765,,Nerve stimulator for tx n&v,OR (NR),DMEPOS_JAN.csv,117.54,117.54
4. DME,2025,2025-01-01,E0765,,Nerve stimulator for tx n&v,OR (NR),DMEPOS_JAN.csv,11.78,11.78
4. DME,2025,2025-01-01,E0765,,Nerve stimulator for tx n&v,OR (NR),DMEPOS_JAN.csv,88.19,88.19
4. DME,2025,2025-01-01,E0766,RRKF,Elec stim cancer treatment,OR (NR),DMEPOS_JAN.csv,16063.46,16063.46
4. DME,2025,2025-01-01,E0776,,Iv pole,OR (NR),DMEPOS_JAN.csv,178.89,178.89
4. DME,2025,2025-01-01,E0776,,Iv pole,OR (NR),DMEPOS_JAN.csv,17.89,17.89
4. DME,2025,2025-01-01,E0776,,Iv pole,OR (NR),DMEPOS_JAN.csv,125.1,125.1
4. DME,2025,2025-01-01,E0779,,Amb infusion pump mechanical,OR (NR),DMEPOS_JAN.csv,23.21,23.21
4. DME,2025,2025-01-01,E0780,,Mech amb infusion pump <8hrs,OR (NR),DMEPOS_JAN.csv,14.49,14.49
4. DME,2025,2025-01-01,E0781,,External ambulatory infus pu,OR (NR),DMEPOS_JAN.csv,301.2,301.2
4. DME,2025,2025-01-01,E0782,NUKF,Non-programble infusion pump,OR (NR),DMEPOS_JAN.csv,5998.75,5998.75
4. DME,2025,2025-01-01,E0782,RRKF,Non-programble infusion pump,OR (NR),DMEPOS_JAN.csv,599.9,599.9
4. DME,2025,2025-01-01,E0782,UEKF,Non-programble infusion pump,OR (NR),DMEPOS_JAN.csv,4499.06,4499.06
4. DME,2025,2025-01-01,E0783,NUKF,Programmable infusion pump,OR (NR),DMEPOS_JAN.csv,11438.68,11438.68
4. DME,2025,2025-01-01,E0783,RRKF,Programmable infusion pump,OR (NR),DMEPOS_JAN.csv,1143.89,1143.89
4. DME,2025,2025-01-01,E0783,UEKF,Programmable infusion pump,OR (NR),DMEPOS_JAN.csv,8579.05,8579.05
4. DME,2025,2025-01-01,E0784,,Ext amb infusn pump insulin,OR (NR),DMEPOS_JAN.csv,543.08,543.08
4. DME,2025,2025-01-01,E0785,,Replacement impl pump cathet,OR (NR),DMEPOS_JAN.csv,660.19,660.19
4. DME,2025,2025-01-01,E0786,NUKF,Implantable pump replacement,OR (NR),DMEPOS_JAN.csv,10755.06,10755.06
4. DME,2025,2025-01-01,E0786,RRKF,Implantable pump replacement,OR (NR),DMEPOS_JAN.csv,1075.52,1075.52
4. DME,2025,2025-01-01,E0786,UEKF,Implantable pump replacement,OR (NR),DMEPOS_JAN.csv,8066.31,8066.31
4. DME,2025,2025-01-01,E0791,,Parenteral infusion pump sta,OR (NR),DMEPOS_JAN.csv,357.82,357.82
4. DME,2025,2025-01-01,E0840,,Tract frame attach headboard,OR (NR),DMEPOS_JAN.csv,102.37,102.37
4. DME,2025,2025-01-01,E0840,,Tract frame attach headboard,OR (NR),DMEPOS_JAN.csv,22.81,22.81
4. DME,2025,2025-01-01,E0840,,Tract frame attach headboard,OR (NR),DMEPOS_JAN.csv,76.75,76.75
4. DME,2025,2025-01-01,E0849,,Cervical pneum trac equip,OR (NR),DMEPOS_JAN.csv,72.01,72.01
4. DME,2025,2025-01-01,E0850,,Traction stand free standing,OR (NR),DMEPOS_JAN.csv,146.77,146.77
4. DME,2025,2025-01-01,E0850,,Traction stand free standing,OR (NR),DMEPOS_JAN.csv,20.16,20.16
4. DME,2025,2025-01-01,E0850,,Traction stand free standing,OR (NR),DMEPOS_JAN.csv,110.09,110.09
4. DME,2025,2025-01-01,E0855,,Cervical traction equipment,OR (NR),DMEPOS_JAN.csv,69.06,69.06
4. DME,2025,2025-01-01,E0856,,Cervic collar w air bladders,OR (NR),DMEPOS_JAN.csv,21.5,21.5
4. DME,2025,2025-01-01,E0860,,Tract equip cervical tract,OR (NR),DMEPOS_JAN.csv,45.76,45.76
4. DME,2025,2025-01-01,E0860,,Tract equip cervical tract,OR (NR),DMEPOS_JAN.csv,7.74,7.74
4. DME,2025,2025-01-01,E0860,,Tract equip cervical tract,OR (NR),DMEPOS_JAN.csv,35.05,35.05
4. DME,2025,2025-01-01,E0870,,Tract frame attach footboard,OR (NR),DMEPOS_JAN.csv,162.52,162.52
4. DME,2025,2025-01-01,E0870,,Tract frame attach footboard,OR (NR),DMEPOS_JAN.csv,18.74,18.74
4. DME,2025,2025-01-01,E0870,,Tract frame attach footboard,OR (NR),DMEPOS_JAN.csv,122.43,122.43
4. DME,2025,2025-01-01,E0880,,Trac stand free stand extrem,OR (NR),DMEPOS_JAN.csv,175.4,175.4
4. DME,2025,2025-01-01,E0880,,Trac stand free stand extrem,OR (NR),DMEPOS_JAN.csv,27.54,27.54
4. DME,2025,2025-01-01,E0880,,Trac stand free stand extrem,OR (NR),DMEPOS_JAN.csv,132.76,132.76
4. DME,2025,2025-01-01,E0890,,Traction frame attach pelvic,OR (NR),DMEPOS_JAN.csv,166.07,166.07
4. DME,2025,2025-01-01,E0890,,Traction frame attach pelvic,OR (NR),DMEPOS_JAN.csv,45.88,45.88
