CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,MOD,SHORTDESC,WORK RVU,NON-FAC PE RVU,FACILITY PE RVU,MP RVU,PW GPCI,PE GPCI,MP GPCI,CONV FACTOR,FILE_NAME,NF RVUS,F RVUS,NF RATE,F RATE
1. PFS,2025,2025-01-01,NATIONAL,27052,,Biopsy of hip joint,7.42,8.95,8.95,1.52,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.889999999999997,17.889999999999997,578.6788849999999,578.6788849999999
1. PFS,2025,2025-01-01,NATIONAL,27054,,Removal of hip joint lining,9.21,10.05,10.05,1.89,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.150000000000002,21.150000000000002,684.1284750000001,684.1284750000001
1. PFS,2025,2025-01-01,NATIONAL,27057,,Buttock fasciotomy w/dbrdmt,14.91,12.7,12.7,3.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,30.65,30.65,991.420225,991.420225
1. PFS,2025,2025-01-01,NATIONAL,27059,,Resect hip/pelv tum 5 cm/>,29.35,19.18,19.18,6.35,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,54.88,54.88,1775.1759200000001,1775.1759200000001
1. PFS,2025,2025-01-01,NATIONAL,27060,,Removal of ischial bursa,5.87,7.35,7.35,1.21,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.43,14.43,466.759995,466.759995
1. PFS,2025,2025-01-01,NATIONAL,27062,,Remove femur lesion/bursa,5.75,7.1,7.1,1.13,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.98,13.98,452.20407,452.20407
1. PFS,2025,2025-01-01,NATIONAL,27065,,Remove hip bone les super,6.55,8.3,8.3,1.3,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.150000000000002,16.150000000000002,522.395975,522.395975
1. PFS,2025,2025-01-01,NATIONAL,27066,,Remove hip bone les deep,11.2,11.61,11.61,2.27,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.08,25.08,811.2502199999999,811.2502199999999
1. PFS,2025,2025-01-01,NATIONAL,27067,,Remove/graft hip bone lesion,14.72,13.87,13.87,3.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,31.59,31.59,1021.825935,1021.825935
1. PFS,2025,2025-01-01,NATIONAL,27070,,Part remove hip bone super,11.56,12.82,12.82,2.25,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,26.630000000000003,26.630000000000003,861.3872950000001,861.3872950000001
1. PFS,2025,2025-01-01,NATIONAL,27071,,Part removal hip bone deep,12.39,14.53,14.53,2.48,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.400000000000002,29.400000000000002,950.9871,950.9871
1. PFS,2025,2025-01-01,NATIONAL,27075,,Resect hip tumor,32.71,23.45,23.45,6.69,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,62.849999999999994,62.849999999999994,2032.9775249999998,2032.9775249999998
1. PFS,2025,2025-01-01,NATIONAL,27076,,Resect hip tum incl acetabul,40.21,27.41,27.41,8.21,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,75.83000000000001,75.83000000000001,2452.8350950000004,2452.8350950000004
1. PFS,2025,2025-01-01,NATIONAL,27077,,Resect hip tum w/innom bone,45.21,30.06,30.06,9.25,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,84.52,84.52,2733.92618,2733.92618
1. PFS,2025,2025-01-01,NATIONAL,27078,,Rsect hip tum incl femur,32.21,23.18,23.18,6.6,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,61.99,61.99,2005.159535,2005.159535
1. PFS,2025,2025-01-01,NATIONAL,27080,,Removal of tail bone,6.89,7.06,7.06,1.63,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,15.579999999999998,15.579999999999998,503.9584699999999,503.9584699999999
1. PFS,2025,2025-01-01,NATIONAL,27086,,Remove hip foreign body,1.92,7.02,2.88,0.39,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,9.33,5.1899999999999995,301.792845,167.87833499999996
1. PFS,2025,2025-01-01,NATIONAL,27087,,Remove hip foreign body,8.83,8.0,8.0,2.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.849999999999998,18.849999999999998,609.7315249999999,609.7315249999999
1. PFS,2025,2025-01-01,NATIONAL,27090,,Removal of hip prosthesis,11.69,11.24,11.24,2.37,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.3,25.3,818.36645,818.36645
1. PFS,2025,2025-01-01,NATIONAL,27091,,Removal of hip prosthesis,24.35,18.91,18.91,4.97,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,48.230000000000004,48.230000000000004,1560.071695,1560.071695
1. PFS,2025,2025-01-01,NATIONAL,27093,,Injection for hip x-ray,1.3,5.24,0.57,0.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,6.7,2.0300000000000002,216.72155,65.66339500000001
1. PFS,2025,2025-01-01,NATIONAL,27095,,Injection for hip x-ray,1.5,7.27,0.72,0.22,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,8.99,2.44,290.795035,78.92546
1. PFS,2025,2025-01-01,NATIONAL,27096,,Inject sacroiliac joint,1.48,3.29,0.87,0.15,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.92,2.5,159.14478,80.86625
1. PFS,2025,2025-01-01,NATIONAL,27097,,Revision of hip tendon,9.27,9.83,9.83,1.9,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.0,21.0,679.2764999999999,679.2764999999999
1. PFS,2025,2025-01-01,NATIONAL,27098,,Transfer tendon to pelvis,9.32,10.16,10.16,1.91,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.39,21.39,691.891635,691.891635
1. PFS,2025,2025-01-01,NATIONAL,27100,,Transfer of abdominal muscle,11.35,11.78,11.78,2.31,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.439999999999998,25.439999999999998,822.8949599999999,822.8949599999999
1. PFS,2025,2025-01-01,NATIONAL,27105,,Transfer of spinal muscle,12.04,12.15,12.15,2.44,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,26.63,26.63,861.387295,861.387295
1. PFS,2025,2025-01-01,NATIONAL,27110,,Transfer of iliopsoas muscle,13.77,13.05,13.05,2.8,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.62,29.62,958.10333,958.10333
1. PFS,2025,2025-01-01,NATIONAL,27111,,Transfer of iliopsoas muscle,12.6,12.44,12.44,2.57,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,27.61,27.61,893.086865,893.086865
1. PFS,2025,2025-01-01,NATIONAL,27120,,Reconstruction of hip socket,19.25,16.25,16.25,3.92,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,39.42,39.42,1275.09903,1275.09903
1. PFS,2025,2025-01-01,NATIONAL,27122,,Reconstruction of hip socket,16.09,14.17,14.17,3.28,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,33.54,33.54,1084.90161,1084.90161
1. PFS,2025,2025-01-01,NATIONAL,27125,,Partial hip replacement,16.64,14.39,14.39,3.38,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,34.410000000000004,34.410000000000004,1113.043065,1113.043065
1. PFS,2025,2025-01-01,NATIONAL,27130,,Total hip arthroplasty,19.6,15.34,15.34,3.99,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,38.93,38.93,1259.249245,1259.249245
1. PFS,2025,2025-01-01,NATIONAL,27132,,Total hip arthroplasty,25.69,19.62,19.62,5.24,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,50.550000000000004,50.550000000000004,1635.115575,1635.115575
1. PFS,2025,2025-01-01,NATIONAL,27134,,Revise hip joint replacement,30.28,21.01,21.01,6.17,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,57.46000000000001,57.46000000000001,1858.6298900000002,1858.6298900000002
1. PFS,2025,2025-01-01,NATIONAL,27137,,Revise hip joint replacement,22.7,17.01,17.01,4.63,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,44.34,44.34,1434.2438100000002,1434.2438100000002
1. PFS,2025,2025-01-01,NATIONAL,27138,,Revise hip joint replacement,23.7,17.52,17.52,4.83,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,46.05,46.05,1489.5563249999998,1489.5563249999998
1. PFS,2025,2025-01-01,NATIONAL,27140,,Transplant femur ridge,12.78,12.0,12.0,2.62,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,27.400000000000002,27.400000000000002,886.2941000000001,886.2941000000001
1. PFS,2025,2025-01-01,NATIONAL,27146,,Incision of hip bone,18.92,16.09,16.09,3.86,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,38.870000000000005,38.870000000000005,1257.308455,1257.308455
1. PFS,2025,2025-01-01,NATIONAL,27147,,Revision of hip bone,22.07,17.76,17.76,4.51,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,44.339999999999996,44.339999999999996,1434.24381,1434.24381
1. PFS,2025,2025-01-01,NATIONAL,27151,,Incision of hip bones,24.12,18.84,18.84,4.93,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,47.89,47.89,1549.073885,1549.073885
1. PFS,2025,2025-01-01,NATIONAL,27156,,Revision of hip bones,26.23,19.96,19.96,5.38,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,51.57,51.57,1668.109005,1668.109005
1. PFS,2025,2025-01-01,NATIONAL,27158,,Revision of pelvis,21.04,17.08,17.08,4.31,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,42.43,42.43,1372.461995,1372.461995
1. PFS,2025,2025-01-01,NATIONAL,27161,,Incision of neck of femur,17.89,15.55,15.55,3.65,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,37.089999999999996,37.089999999999996,1199.7316849999997,1199.7316849999997
1. PFS,2025,2025-01-01,NATIONAL,27165,,Incision/fixation of femur,20.29,17.18,17.18,4.09,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,41.56,41.56,1344.32054,1344.32054
1. PFS,2025,2025-01-01,NATIONAL,27170,,Repair/graft femur head/neck,17.61,14.34,14.34,3.6,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,35.55,35.55,1149.9180749999998,1149.9180749999998
1. PFS,2025,2025-01-01,NATIONAL,27175,,Treat slipped epiphysis,9.38,9.15,9.15,1.91,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,20.44,20.44,661.16246,661.16246
1. PFS,2025,2025-01-01,NATIONAL,27176,,Treat slipped epiphysis,12.92,12.61,12.61,2.65,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.18,28.18,911.52437,911.52437
1. PFS,2025,2025-01-01,NATIONAL,27177,,Treat slipped epiphysis,16.09,14.6,14.6,3.29,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,33.98,33.98,1099.1340699999998,1099.1340699999998
1. PFS,2025,2025-01-01,NATIONAL,27178,,Treat slipped epiphysis,12.92,12.61,12.61,2.65,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.18,28.18,911.52437,911.52437
1. PFS,2025,2025-01-01,NATIONAL,27179,,Revise head/neck of femur,13.97,13.02,13.02,2.86,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.85,29.85,965.5430250000001,965.5430250000001
1. PFS,2025,2025-01-01,NATIONAL,27181,,Treat slipped epiphysis,16.18,14.64,14.64,3.3,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,34.12,34.12,1103.66258,1103.66258
1. PFS,2025,2025-01-01,NATIONAL,27185,,Revision of femur epiphysis,9.79,10.27,10.27,2.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.06,22.06,713.5637899999999,713.5637899999999
1. PFS,2025,2025-01-01,NATIONAL,27187,,Reinforce hip bones,14.23,13.26,13.26,2.89,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,30.380000000000003,30.380000000000003,982.68667,982.68667
1. PFS,2025,2025-01-01,NATIONAL,27197,,Clsd tx pelvic ring fx,1.53,2.21,2.21,0.29,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.03,4.03,130.356395,130.356395
1. PFS,2025,2025-01-01,NATIONAL,27198,,Clsd tx pelvic ring fx,4.75,3.88,3.88,0.97,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,9.6,9.6,310.52639999999997,310.52639999999997
1. PFS,2025,2025-01-01,NATIONAL,27200,,Treat tail bone fracture,1.92,3.67,3.76,0.39,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.9799999999999995,6.069999999999999,193.43206999999998,196.34325499999997
1. PFS,2025,2025-01-01,NATIONAL,27202,,Treat tail bone fracture,7.31,7.4,7.4,1.5,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.21,16.21,524.336765,524.336765
1. PFS,2025,2025-01-01,NATIONAL,27215,,Treat pelvic fracture(s),10.45,6.7,6.7,1.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.2,18.2,588.7062999999999,588.7062999999999
1. PFS,2025,2025-01-01,NATIONAL,27216,,Treat pelvic ring fracture,15.73,9.6,9.6,1.59,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,26.919999999999998,26.919999999999998,870.7677799999999,870.7677799999999
1. PFS,2025,2025-01-01,NATIONAL,27217,,Treat pelvic ring fracture,14.65,9.17,9.17,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,25.29,25.29,818.0429849999999,818.0429849999999
1. PFS,2025,2025-01-01,NATIONAL,27218,,Treat pelvic ring fracture,20.93,11.63,11.63,2.13,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,34.690000000000005,34.690000000000005,1122.100085,1122.100085
1. PFS,2025,2025-01-01,NATIONAL,27220,,Treat hip socket fracture,5.5,6.27,6.11,1.12,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.89,12.73,416.946385,411.770945
1. PFS,2025,2025-01-01,NATIONAL,27222,,Treat hip socket fracture,14.11,12.95,12.95,2.85,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.91,29.91,967.4838149999999,967.4838149999999
1. PFS,2025,2025-01-01,NATIONAL,27226,,Treat hip wall fracture,15.57,13.28,13.28,3.17,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,32.02,32.02,1035.73493,1035.73493
1. PFS,2025,2025-01-01,NATIONAL,27227,,Treat hip fracture(s),25.41,19.41,19.41,5.17,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,49.99,49.99,1617.001535,1617.001535
1. PFS,2025,2025-01-01,NATIONAL,27228,,Treat hip fracture(s),29.33,21.41,21.41,5.99,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,56.73,56.73,1835.0169449999999,1835.0169449999999
1. PFS,2025,2025-01-01,NATIONAL,27230,,Treat thigh fracture,5.81,8.1,7.84,1.17,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,15.08,14.819999999999999,487.78522,479.37512999999996
1. PFS,2025,2025-01-01,NATIONAL,27232,,Treat thigh fracture,11.72,8.1,8.1,2.41,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.23,22.23,719.062695,719.062695
1. PFS,2025,2025-01-01,NATIONAL,27235,,Treat thigh fracture,13.0,12.03,12.03,2.62,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,27.650000000000002,27.650000000000002,894.380725,894.380725
1. PFS,2025,2025-01-01,NATIONAL,27236,,Treat thigh fracture,17.61,15.1,15.1,3.54,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,36.25,36.25,1172.560625,1172.560625
1. PFS,2025,2025-01-01,NATIONAL,27238,,Treat thigh fracture,5.75,7.6,7.6,1.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.51,14.51,469.347715,469.347715
1. PFS,2025,2025-01-01,NATIONAL,27240,,Treat thigh fracture,13.81,12.49,12.49,2.85,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,29.150000000000002,29.150000000000002,942.900475,942.900475
1. PFS,2025,2025-01-01,NATIONAL,27244,,Treat thigh fracture,18.18,15.44,15.44,3.68,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,37.3,37.3,1206.52445,1206.52445
1. PFS,2025,2025-01-01,NATIONAL,27245,,Treat thigh fracture,18.18,15.41,15.41,3.66,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,37.25,37.25,1204.907125,1204.907125
1. PFS,2025,2025-01-01,NATIONAL,27246,,Treat thigh fracture,4.83,6.33,6.23,0.98,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.14,12.040000000000001,392.68651,389.45186
1. PFS,2025,2025-01-01,NATIONAL,27248,,Treat thigh fracture,10.78,9.76,9.76,2.18,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.72,22.72,734.91248,734.91248
1. PFS,2025,2025-01-01,NATIONAL,27250,,Treat hip dislocation,3.82,0.77,0.77,0.8,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.39,5.39,174.347635,174.347635
1. PFS,2025,2025-01-01,NATIONAL,27252,,Treat hip dislocation,11.03,9.51,9.51,2.24,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.78,22.78,736.8532700000001,736.8532700000001
1. PFS,2025,2025-01-01,NATIONAL,27253,,Treat hip dislocation,13.58,12.27,12.27,2.78,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,28.630000000000003,28.630000000000003,926.0802950000001,926.0802950000001
1. PFS,2025,2025-01-01,NATIONAL,27254,,Treat hip dislocation,18.94,15.79,15.79,3.86,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,38.59,38.59,1248.2514350000001,1248.2514350000001
1. PFS,2025,2025-01-01,NATIONAL,27256,,Treat hip dislocation,4.28,4.52,2.12,0.9,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,9.700000000000001,7.300000000000001,313.76105,236.12945000000002
1. PFS,2025,2025-01-01,NATIONAL,27257,,Treat hip dislocation,5.38,4.51,4.51,1.11,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,11.0,11.0,355.81149999999997,355.81149999999997
1. PFS,2025,2025-01-01,NATIONAL,27258,,Treat hip dislocation,16.18,14.34,14.34,3.3,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,33.82,33.82,1093.95863,1093.95863
1. PFS,2025,2025-01-01,NATIONAL,27259,,Treat hip dislocation,23.26,18.79,18.79,4.75,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,46.8,46.8,1513.8161999999998,1513.8161999999998
1. PFS,2025,2025-01-01,NATIONAL,27265,,Treat hip dislocation,5.24,6.67,6.67,1.1,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.01,13.01,420.827965,420.827965
1. PFS,2025,2025-01-01,NATIONAL,27266,,Treat hip dislocation,7.78,8.52,8.52,1.57,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.87,17.87,578.031955,578.031955
1. PFS,2025,2025-01-01,NATIONAL,27267,,Cltx thigh fx,5.5,7.01,7.01,1.1,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.61,13.61,440.235865,440.235865
1. PFS,2025,2025-01-01,NATIONAL,27268,,Cltx thigh fx w/mnpj,7.12,8.23,8.23,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.82,16.82,544.06813,544.06813
1. PFS,2025,2025-01-01,NATIONAL,27269,,Optx thigh fx,18.89,14.88,14.88,3.86,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,37.63,37.63,1217.198795,1217.198795
1. PFS,2025,2025-01-01,NATIONAL,27275,,Manipulation of hip joint,2.32,2.89,2.89,0.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.68,5.68,183.72812,183.72812
1. PFS,2025,2025-01-01,NATIONAL,27278,,Arthrd si jt prq wo tfxj dev,7.86,356.28,5.69,0.82,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,364.96,14.370000000000001,11805.178639999998,464.819205
1. PFS,2025,2025-01-01,NATIONAL,27279,,Arthrd si jt perq/min nvas,12.13,9.84,9.84,2.46,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,24.43,24.43,790.2249949999999,790.2249949999999
1. PFS,2025,2025-01-01,NATIONAL,27280,,Arthr si jt opn b1grf instrm,20.0,15.58,15.58,5.94,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,41.519999999999996,41.519999999999996,1343.0266799999997,1343.0266799999997
1. PFS,2025,2025-01-01,NATIONAL,27282,,Arthrodesis symphysis pubis,11.85,12.04,12.04,2.41,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,26.3,26.3,850.71295,850.71295
1. PFS,2025,2025-01-01,NATIONAL,27284,,Arthrodesis hip joint,25.06,18.29,18.29,5.12,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,48.46999999999999,48.46999999999999,1567.8348549999996,1567.8348549999996
1. PFS,2025,2025-01-01,NATIONAL,27286,,Arthrd hip jt sbtrchc osteot,25.17,19.4,19.4,5.14,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,49.71,49.71,1607.944515,1607.944515
1. PFS,2025,2025-01-01,NATIONAL,27290,,Amputation of leg at hip,24.55,19.61,19.61,5.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,49.19,49.19,1591.124335,1591.124335
1. PFS,2025,2025-01-01,NATIONAL,27295,,Amputation of leg at hip,19.66,14.17,14.17,4.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,37.989999999999995,37.989999999999995,1228.8435349999997,1228.8435349999997
1. PFS,2025,2025-01-01,NATIONAL,27301,,Drain thigh/knee lesion,6.78,12.19,7.41,1.43,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,20.4,15.620000000000001,659.8685999999999,505.25233000000003
1. PFS,2025,2025-01-01,NATIONAL,27303,,Drainage of bone lesion,8.63,9.31,9.31,1.77,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.71,19.71,637.549515,637.549515
1. PFS,2025,2025-01-01,NATIONAL,27305,,Incise thigh tendon & fascia,6.18,7.5,7.5,1.25,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.93,14.93,482.933245,482.933245
1. PFS,2025,2025-01-01,NATIONAL,27306,,Incision of thigh tendon,4.74,5.34,5.34,0.5,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,10.58,10.58,342.22597,342.22597
1. PFS,2025,2025-01-01,NATIONAL,27307,,Incision of thigh tendons,6.06,5.93,5.93,0.63,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.62,12.62,408.21282999999994,408.21282999999994
1. PFS,2025,2025-01-01,NATIONAL,27310,,Exploration of knee joint,10.0,10.46,10.46,2.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,22.48,22.48,727.14932,727.14932
1. PFS,2025,2025-01-01,NATIONAL,27323,,Biopsy thigh soft tissues,2.33,5.53,2.67,0.34,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,8.200000000000001,5.34,265.2413,172.73031
1. PFS,2025,2025-01-01,NATIONAL,27324,,Biopsy thigh soft tissues,5.04,6.51,6.51,1.12,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.670000000000002,12.670000000000002,409.83015500000005,409.83015500000005
1. PFS,2025,2025-01-01,NATIONAL,27325,,Neurectomy hamstring,7.2,8.74,8.74,1.47,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,17.41,17.41,563.152565,563.152565
1. PFS,2025,2025-01-01,NATIONAL,27326,,Neurectomy popliteal,6.47,8.35,8.35,1.34,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.16,16.16,522.71944,522.71944
1. PFS,2025,2025-01-01,NATIONAL,27327,,Exc thigh/knee les sc < 3 cm,3.96,10.14,4.86,0.85,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.950000000000001,9.67,483.580175,312.790655
1. PFS,2025,2025-01-01,NATIONAL,27328,,Exc thigh/knee tum deep <5cm,8.85,8.23,8.23,1.97,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.049999999999997,19.049999999999997,616.2008249999999,616.2008249999999
1. PFS,2025,2025-01-01,NATIONAL,27329,,Resect thigh/knee tum < 5 cm,15.72,12.29,12.29,3.59,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,31.599999999999998,31.599999999999998,1022.1493999999999,1022.1493999999999
1. PFS,2025,2025-01-01,NATIONAL,27330,,Biopsy knee joint lining,5.11,6.96,6.96,1.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.11,13.11,424.062615,424.062615
1. PFS,2025,2025-01-01,NATIONAL,27331,,Explore/treat knee joint,6.02,7.53,7.53,1.23,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.780000000000001,14.780000000000001,478.08127,478.08127
1. PFS,2025,2025-01-01,NATIONAL,27332,,Removal of knee cartilage,8.46,9.72,9.72,1.73,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,19.91,19.91,644.018815,644.018815
1. PFS,2025,2025-01-01,NATIONAL,27333,,Removal of knee cartilage,7.55,9.1,9.1,1.55,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,18.2,18.2,588.7062999999999,588.7062999999999
1. PFS,2025,2025-01-01,NATIONAL,27334,,Remove knee joint lining,9.19,10.06,10.06,1.88,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.13,21.13,683.481545,683.481545
1. PFS,2025,2025-01-01,NATIONAL,27335,,Remove knee joint lining,10.55,10.8,10.8,2.14,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,23.490000000000002,23.490000000000002,759.819285,759.819285
1. PFS,2025,2025-01-01,NATIONAL,27337,,Exc thigh/knee les sc 3 cm/>,5.91,5.59,5.59,1.37,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.870000000000001,12.870000000000001,416.299455,416.299455
1. PFS,2025,2025-01-01,NATIONAL,27339,,Exc thigh/knee tum dep 5cm/>,11.13,9.41,9.41,2.48,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,23.02,23.02,744.6164299999999,744.6164299999999
