CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
2. ASP,2025,2025-01-01,NATIONAL,J0841,Inj crotalidae im f(ab')2 eq,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1027.168,1027.168
2. ASP,2025,2025-01-01,NATIONAL,J0850,Cytomegalovirus imm iv /vial,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1814.108,1814.108
2. ASP,2025,2025-01-01,NATIONAL,J0872,Daptomycin (xellia) unrefrig,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.042,0.042
2. ASP,2025,2025-01-01,NATIONAL,J0873,Inj daptomycin (xellia),section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.037,0.037
2. ASP,2025,2025-01-01,NATIONAL,J0874,"Inj, daptomycin (baxter)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.067,0.067
2. ASP,2025,2025-01-01,NATIONAL,J0875,"Injection, dalbavancin",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,15.6,15.6
2. ASP,2025,2025-01-01,NATIONAL,J0877,"Inj, daptomycin (hospira)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.042,0.042
2. ASP,2025,2025-01-01,NATIONAL,J0878,Daptomycin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.035,0.035
2. ASP,2025,2025-01-01,NATIONAL,J0881,"Darbepoetin alfa, non-esrd",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.972,2.972
2. ASP,2025,2025-01-01,NATIONAL,J0882,"Darbepoetin alfa, esrd use",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.972,2.972
2. ASP,2025,2025-01-01,NATIONAL,J0884,Argatroban esrd dialysis 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.803,0.803
2. ASP,2025,2025-01-01,NATIONAL,J0885,"Epoetin alfa, non-esrd",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.461,6.461
2. ASP,2025,2025-01-01,NATIONAL,J0887,Epoetin beta esrd use,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.224,1.224
2. ASP,2025,2025-01-01,NATIONAL,J0888,Epoetin beta non esrd,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.206,1.206
2. ASP,2025,2025-01-01,NATIONAL,J0894,Decitabine injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.334,2.334
2. ASP,2025,2025-01-01,NATIONAL,J0895,Deferoxamine mesylate inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.937,8.937
2. ASP,2025,2025-01-01,NATIONAL,J0896,Inj luspatercept-aamt 0.25mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,41.275,41.275
2. ASP,2025,2025-01-01,NATIONAL,J0897,Denosumab injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,27.656,27.656
2. ASP,2025,2025-01-01,NATIONAL,J1000,Depo-estradiol cypionate inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,38.653,38.653
2. ASP,2025,2025-01-01,NATIONAL,J1010,"Inj, methylpred acetate 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.117,0.117
2. ASP,2025,2025-01-01,NATIONAL,J1071,Inj testosterone cypionate,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.032,0.032
2. ASP,2025,2025-01-01,NATIONAL,J1096,Dexametha opth insert 0.1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,112.947,112.947
2. ASP,2025,2025-01-01,NATIONAL,J1100,Dexamethasone sodium phos,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.108,0.108
2. ASP,2025,2025-01-01,NATIONAL,J1110,Inj dihydroergotamine mesylt,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,41.037,41.037
2. ASP,2025,2025-01-01,NATIONAL,J1120,Acetazolamid sodium injectio,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,21.618,21.618
2. ASP,2025,2025-01-01,NATIONAL,J1160,Digoxin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.819,8.819
2. ASP,2025,2025-01-01,NATIONAL,J1162,Digoxin immune fab (ovine),section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5069.98,5069.98
2. ASP,2025,2025-01-01,NATIONAL,J1165,Phenytoin sodium injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.471,0.471
2. ASP,2025,2025-01-01,NATIONAL,J1171,"Inj, hydromorphone, 0.1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.089,0.089
2. ASP,2025,2025-01-01,NATIONAL,J1190,Dexrazoxane hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,80.875,80.875
2. ASP,2025,2025-01-01,NATIONAL,J1200,Diphenhydramine hcl injectio,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.734,0.734
2. ASP,2025,2025-01-01,NATIONAL,J1201,Inj. cetirizine hcl 0.5mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,15.73,15.73
2. ASP,2025,2025-01-01,NATIONAL,J1203,"Inj, cipaglucosidase, 5 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,89.377,89.377
2. ASP,2025,2025-01-01,NATIONAL,J1205,Chlorothiazide sodium inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,60.464,60.464
2. ASP,2025,2025-01-01,NATIONAL,J1212,Dimethyl sulfoxide 50% 50 ml,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,715.39,715.39
2. ASP,2025,2025-01-01,NATIONAL,J1230,Methadone injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,20.661,20.661
2. ASP,2025,2025-01-01,NATIONAL,J1240,Dimenhydrinate injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.672,8.672
2. ASP,2025,2025-01-01,NATIONAL,J1245,Dipyridamole injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.867,3.867
2. ASP,2025,2025-01-01,NATIONAL,J1250,Inj dobutamine hcl/250 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,7.39,7.39
2. ASP,2025,2025-01-01,NATIONAL,J1265,Dopamine injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.773,0.773
2. ASP,2025,2025-01-01,NATIONAL,J1270,"Injection, doxercalciferol",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.379,0.379
2. ASP,2025,2025-01-01,NATIONAL,J1290,Ecallantide injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,563.098,563.098
2. ASP,2025,2025-01-01,NATIONAL,J1300,Eculizumab injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,224.159,224.159
2. ASP,2025,2025-01-01,NATIONAL,J1301,"Injection, edaravone, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,21.682,21.682
2. ASP,2025,2025-01-01,NATIONAL,J1302,"Inj, sutimlimab-jome, 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,18.127,18.127
2. ASP,2025,2025-01-01,NATIONAL,J1303,"Inj., ravulizumab-cwvz 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,220.588,220.588
2. ASP,2025,2025-01-01,NATIONAL,J1304,Inj tofersen intrathec 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,155.338,155.338
2. ASP,2025,2025-01-01,NATIONAL,J1305,"Inj, evinacumab-dgnb, 5mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,186.306,186.306
2. ASP,2025,2025-01-01,NATIONAL,J1306,"Injection, inclisiran, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,12.277,12.277
2. ASP,2025,2025-01-01,NATIONAL,J1322,"Elosulfase alfa, injection",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,293.924,293.924
2. ASP,2025,2025-01-01,NATIONAL,J1323,"Inj, elranatamab-bcmm, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,177.647,177.647
2. ASP,2025,2025-01-01,NATIONAL,J1325,Epoprostenol injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,16.436,16.436
2. ASP,2025,2025-01-01,NATIONAL,J1335,Ertapenem injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,11.014,11.014
2. ASP,2025,2025-01-01,NATIONAL,J1364,Erythro lactobionate /500 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,62.14,62.14
2. ASP,2025,2025-01-01,NATIONAL,J1380,Estradiol valerate 10 mg inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,7.942,7.942
2. ASP,2025,2025-01-01,NATIONAL,J1410,Inj estrogen conjugate 25 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,382.912,382.912
2. ASP,2025,2025-01-01,NATIONAL,J1430,Ethanolamine oleate 100 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,491.653,491.653
2. ASP,2025,2025-01-01,NATIONAL,J1437,Inj. fe derisomaltose 10 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,20.774,20.774
2. ASP,2025,2025-01-01,NATIONAL,J1439,Inj ferric carboxymaltos 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.105,1.105
2. ASP,2025,2025-01-01,NATIONAL,J1440,Fecal microbiota jslm 1 ml,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,63.6,63.6
2. ASP,2025,2025-01-01,NATIONAL,J1442,Inj filgrastim excl biosimil,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.984,0.984
2. ASP,2025,2025-01-01,NATIONAL,J1447,Inj tbo filgrastim 1 microg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.404,0.404
2. ASP,2025,2025-01-01,NATIONAL,J1448,"Injection, trilaciclib, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5.366,5.366
2. ASP,2025,2025-01-01,NATIONAL,J1449,Inj eflapegrastim-xnst 0.1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,22.135,22.135
2. ASP,2025,2025-01-01,NATIONAL,J1450,Fluconazole,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.385,2.385
2. ASP,2025,2025-01-01,NATIONAL,J1453,Fosaprepitant injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.12,0.12
2. ASP,2025,2025-01-01,NATIONAL,J1454,"Inj fosnetupitant, palonoset",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,658.1,658.1
2. ASP,2025,2025-01-01,NATIONAL,J1455,Foscarnet sodium injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,38.277,38.277
2. ASP,2025,2025-01-01,NATIONAL,J1456,"Inj, fosaprepitant (teva)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.441,0.441
2. ASP,2025,2025-01-01,NATIONAL,J1458,Galsulfase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,484.922,484.922
2. ASP,2025,2025-01-01,NATIONAL,J1459,Inj ivig privigen 500 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,49.284,49.284
2. ASP,2025,2025-01-01,NATIONAL,J1460,Gamma globulin 1 cc inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,49.416,49.416
2. ASP,2025,2025-01-01,NATIONAL,J1551,Inj cutaquig 100 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,14.512,14.512
2. ASP,2025,2025-01-01,NATIONAL,J1552,"Inj, alyglo, 500 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,146.889,146.889
2. ASP,2025,2025-01-01,NATIONAL,J1554,Inj. asceniv,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,494.97,494.97
2. ASP,2025,2025-01-01,NATIONAL,J1555,"Inj cuvitru, 100 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,16.611,16.611
2. ASP,2025,2025-01-01,NATIONAL,J1556,"Inj, imm glob bivigam, 500mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,76.632,76.632
2. ASP,2025,2025-01-01,NATIONAL,J1557,Gammaplex injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,56.766,56.766
2. ASP,2025,2025-01-01,NATIONAL,J1558,"Inj. xembify, 100 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,14.255,14.255
2. ASP,2025,2025-01-01,NATIONAL,J1559,Hizentra injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,13.637,13.637
2. ASP,2025,2025-01-01,NATIONAL,J1560,Gamma globulin > 10 cc inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,494.164,494.164
2. ASP,2025,2025-01-01,NATIONAL,J1561,Gamunex-c/gammaked,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,49.009,49.009
2. ASP,2025,2025-01-01,NATIONAL,J1566,"Immune globulin, powder",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,81.431,81.431
2. ASP,2025,2025-01-01,NATIONAL,J1568,Octagam injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,49.301,49.301
2. ASP,2025,2025-01-01,NATIONAL,J1569,Gammagard liquid injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,46.459,46.459
2. ASP,2025,2025-01-01,NATIONAL,J1570,Ganciclovir sodium injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,28.743,28.743
2. ASP,2025,2025-01-01,NATIONAL,J1571,Hepagam b im injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,65.935,65.935
2. ASP,2025,2025-01-01,NATIONAL,J1573,"Hepagam b intravenous, inj",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,65.935,65.935
2. ASP,2025,2025-01-01,NATIONAL,J1575,Hyqvia 100mg immuneglobulin,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,17.687,17.687
2. ASP,2025,2025-01-01,NATIONAL,J1576,"Inj, panzyga, 500 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,69.098,69.098
2. ASP,2025,2025-01-01,NATIONAL,J1580,Garamycin gentamicin inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.47,2.47
2. ASP,2025,2025-01-01,NATIONAL,J1596,"Inj, glycopyrrolate, 0.1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.576,0.576
2. ASP,2025,2025-01-01,NATIONAL,J1598,Inj glycopyrrolate fres kabi,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.019,2.019
2. ASP,2025,2025-01-01,NATIONAL,J1602,Golimumab for iv use 1mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,10.536,10.536
2. ASP,2025,2025-01-01,NATIONAL,J1610,Glucagon hydrochloride/1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,184.179,184.179
2. ASP,2025,2025-01-01,NATIONAL,J1611,"Inj glucagon hcl, fresenius",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,111.908,111.908
2. ASP,2025,2025-01-01,NATIONAL,J1626,Granisetron hcl injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.227,0.227
2. ASP,2025,2025-01-01,NATIONAL,J1627,"Inj, granisetron, xr, 0.1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5.514,5.514
2. ASP,2025,2025-01-01,NATIONAL,J1628,"Inj., guselkumab, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,73.523,73.523
2. ASP,2025,2025-01-01,NATIONAL,J1630,Haloperidol injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.207,1.207
2. ASP,2025,2025-01-01,NATIONAL,J1631,Haloperidol decanoate inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,5.547,5.547
2. ASP,2025,2025-01-01,NATIONAL,J1640,"Hemin, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,33.122,33.122
2. ASP,2025,2025-01-01,NATIONAL,J1642,Inj heparin sodium per 10 u,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.018,0.018
2. ASP,2025,2025-01-01,NATIONAL,J1643,"Inj heparin, pfizer, 1000u",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.519,3.519
2. ASP,2025,2025-01-01,NATIONAL,J1644,Inj heparin sodium per 1000u,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.202,0.202
2. ASP,2025,2025-01-01,NATIONAL,J1645,Dalteparin sodium,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,13.864,13.864
2. ASP,2025,2025-01-01,NATIONAL,J1650,Inj enoxaparin sodium,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.564,0.564
2. ASP,2025,2025-01-01,NATIONAL,J1652,Fondaparinux sodium,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.672,0.672
2. ASP,2025,2025-01-01,NATIONAL,J1670,Tetanus immune globulin inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,572.068,572.068
2. ASP,2025,2025-01-01,NATIONAL,J1720,Hydrocortisone sodium succ i,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,20.939,20.939
2. ASP,2025,2025-01-01,NATIONAL,J1740,Ibandronate sodium injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,25.358,25.358
2. ASP,2025,2025-01-01,NATIONAL,J1741,Ibuprofen injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.965,2.965
2. ASP,2025,2025-01-01,NATIONAL,J1743,Idursulfase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,542.221,542.221
2. ASP,2025,2025-01-01,NATIONAL,J1745,Infliximab not biosimil 10mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,30.525,30.525
2. ASP,2025,2025-01-01,NATIONAL,J1746,"Inj., ibalizumab-uiyk, 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,77.133,77.133
2. ASP,2025,2025-01-01,NATIONAL,J1747,"Inj, spesolimab-sbzo, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,61.428,61.428
2. ASP,2025,2025-01-01,NATIONAL,J1748,"Inj, zymfentra, 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,261.226,261.226
2. ASP,2025,2025-01-01,NATIONAL,J1750,Inj iron dextran,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,17.404,17.404
2. ASP,2025,2025-01-01,NATIONAL,J1756,Iron sucrose injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.226,0.226
2. ASP,2025,2025-01-01,NATIONAL,J1786,Imuglucerase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,43.381,43.381
2. ASP,2025,2025-01-01,NATIONAL,J1805,"Inj, esmolol hcl, 10mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.211,0.211
2. ASP,2025,2025-01-01,NATIONAL,J1806,Inj esmolol hcl wg crit care,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.358,0.358
2. ASP,2025,2025-01-01,NATIONAL,J1811,Fiasp for insulin pump use,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,7.9,7.9
2. ASP,2025,2025-01-01,NATIONAL,J1813,Lyumjev for insulin pump use,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,15.476,15.476
2. ASP,2025,2025-01-01,NATIONAL,J1817,Insulin for insulin pump use,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.382,2.382
2. ASP,2025,2025-01-01,NATIONAL,J1823,"Inj. inebilizumab-cdon, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,484.403,484.403
2. ASP,2025,2025-01-01,NATIONAL,J1836,"Inj, metronidazole, 10 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.025,0.025
2. ASP,2025,2025-01-01,NATIONAL,J1885,Ketorolac tromethamine inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.751,0.751
2. ASP,2025,2025-01-01,NATIONAL,J1920,"Inj, labetalol hcl, 5mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.294,0.294
2. ASP,2025,2025-01-01,NATIONAL,J1921,"Inj labetalol hcl hikma, 5mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.382,1.382
2. ASP,2025,2025-01-01,NATIONAL,J1930,Lanreotide injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,44.983,44.983
2. ASP,2025,2025-01-01,NATIONAL,J1931,Laronidase injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,38.616,38.616
2. ASP,2025,2025-01-01,NATIONAL,J1932,"Inj, lanreotide, (cipla) 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,30.682,30.682
2. ASP,2025,2025-01-01,NATIONAL,J1939,"Inj, bumetanide, 0.5 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.579,0.579
2. ASP,2025,2025-01-01,NATIONAL,J1940,Furosemide injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.386,0.386
2. ASP,2025,2025-01-01,NATIONAL,J1943,"Inj., aristada initio, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.131,3.131
2. ASP,2025,2025-01-01,NATIONAL,J1944,Aripiprazole lauroxil 1 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.233,3.233
2. ASP,2025,2025-01-01,NATIONAL,J1950,Leuprolide acetate /3.75 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1666.776,1666.776
2. ASP,2025,2025-01-01,NATIONAL,J1951,Inj fensolvi 0.25 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,136.481,136.481
2. ASP,2025,2025-01-01,NATIONAL,J1952,"Leuprolide inj, camcevi, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,55.905,55.905
2. ASP,2025,2025-01-01,NATIONAL,J1953,Levetiracetam injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.052,0.052
2. ASP,2025,2025-01-01,NATIONAL,J1954,Leuprolide depot cipla 7.5mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,235.28,235.28
2. ASP,2025,2025-01-01,NATIONAL,J1955,Inj levocarnitine per 1 gm,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,25.563,25.563
2. ASP,2025,2025-01-01,NATIONAL,J1956,Levofloxacin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.891,1.891
2. ASP,2025,2025-01-01,NATIONAL,J1961,"Inj, lenacapavir, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,21.982,21.982
2. ASP,2025,2025-01-01,NATIONAL,J2002,"Inj, lidocaine in d5w, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.003,0.003
2. ASP,2025,2025-01-01,NATIONAL,J2010,Lincomycin injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.727,6.727
2. ASP,2025,2025-01-01,NATIONAL,J2020,Linezolid injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.979,2.979
2. ASP,2025,2025-01-01,NATIONAL,J2021,"Inj, linezolid (hospira)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.272,8.272
2. ASP,2025,2025-01-01,NATIONAL,J2060,Lorazepam injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.351,1.351
2. ASP,2025,2025-01-01,NATIONAL,J2150,Mannitol injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.536,2.536
2. ASP,2025,2025-01-01,NATIONAL,J2175,Meperidine hydrochl /100 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.962,6.962
2. ASP,2025,2025-01-01,NATIONAL,J2182,"Injection, mepolizumab, 1mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,30.687,30.687
2. ASP,2025,2025-01-01,NATIONAL,J2183,Inj meropenem (wg crit care),section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.654,1.654
2. ASP,2025,2025-01-01,NATIONAL,J2184,"Inj, meropenem (b. braun)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,2.074,2.074
2. ASP,2025,2025-01-01,NATIONAL,J2185,Meropenem,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.388,0.388
2. ASP,2025,2025-01-01,NATIONAL,J2210,Methylergonovin maleate inj,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,21.822,21.822
2. ASP,2025,2025-01-01,NATIONAL,J2247,"Inj, micafungin (par pharm)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.309,0.309
2. ASP,2025,2025-01-01,NATIONAL,J2248,Micafungin sodium injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.282,0.282
2. ASP,2025,2025-01-01,NATIONAL,J2250,Inj midazolam hydrochloride,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.131,0.131
2. ASP,2025,2025-01-01,NATIONAL,J2251,Inj midazolam in 0.9% nacl,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,0.165,0.165
2. ASP,2025,2025-01-01,NATIONAL,J2260,Inj milrinone lactate / 5 mg,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.311,1.311
2. ASP,2025,2025-01-01,NATIONAL,J2267,"Inj, mirikizumab-mrkz, 1 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,45.393,45.393
2. ASP,2025,2025-01-01,NATIONAL,J2270,Morphine sulfate injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.577,4.577
2. ASP,2025,2025-01-01,NATIONAL,J2272,"Inj, morphine (fresenius)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,4.057,4.057
2. ASP,2025,2025-01-01,NATIONAL,J2274,Inj morphine pf epid ithc,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,11.55,11.55
2. ASP,2025,2025-01-01,NATIONAL,J2277,"Inj, motixafortide, 0.25 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,25.218,25.218
2. ASP,2025,2025-01-01,NATIONAL,J2278,Ziconotide injection,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,9.778,9.778
2. ASP,2025,2025-01-01,NATIONAL,J2280,"Inj, moxifloxacin 100 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.648,8.648
2. ASP,2025,2025-01-01,NATIONAL,J2281,Inj moxifloxacin (fres kabi),section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,6.166,6.166
2. ASP,2025,2025-01-01,NATIONAL,J2300,Inj nalbuphine hydrochloride,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,3.427,3.427
2. ASP,2025,2025-01-01,NATIONAL,J2305,"Inj, nitroglycerin, 5 mg",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.41,1.41
2. ASP,2025,2025-01-01,NATIONAL,J2310,Inj naloxone hydrochloride,section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,8.702,8.702
2. ASP,2025,2025-01-01,NATIONAL,J2311,"Inj, naloxone hcl (zimhi)",section 508 version of Jan 2025 ASP Pricing File updated 030725.csv,1.495,1.495
