CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
5. ASC,2025,2025-01-01,NATIONAL,23107,Explore treat shoulder joint,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23120,Claviculectomy partial,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23125,Claviculectomy total,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23130,Acromp/acromionectomy prtl,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23140,Removal of bone lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23145,Removal of bone lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23146,Removal of bone lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23150,Removal of humerus lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23155,Removal of humerus lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23156,Removal of humerus lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23170,Remove collar bone lesion,January_2025_ASC_Addenda.xlsx,2036.96,2036.96
5. ASC,2025,2025-01-01,NATIONAL,23172,Remove shoulder blade lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23174,Remove humerus lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23180,Remove collar bone lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23182,Remove shoulder blade lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23184,Remove humerus lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23190,Partial removal of scapula,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,23195,Removal of head of humerus,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23330,Remove shoulder foreign body,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,23333,Remove shoulder fb deep,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,23334,Shoulder prosthesis removal,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,23350,Injection for shoulder x-ray,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,23395,Muscle transfer shoulder/arm,January_2025_ASC_Addenda.xlsx,4501.06,4501.06
5. ASC,2025,2025-01-01,NATIONAL,23397,Muscle transfers,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23400,Fixation of shoulder blade,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23405,Incision of tendon & muscle,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23406,Incise tendon(s) & muscle(s),January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23410,Repair rotator cuff acute,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23412,Repair rotator cuff chronic,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23415,Release of shoulder ligament,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23420,Repair of shoulder,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23430,Repair biceps tendon,January_2025_ASC_Addenda.xlsx,4603.45,4603.45
5. ASC,2025,2025-01-01,NATIONAL,23440,Remove/transplant tendon,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23450,Repair shoulder capsule,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23455,Repair shoulder capsule,January_2025_ASC_Addenda.xlsx,4491.67,4491.67
5. ASC,2025,2025-01-01,NATIONAL,23460,Repair shoulder capsule,January_2025_ASC_Addenda.xlsx,4449.57,4449.57
5. ASC,2025,2025-01-01,NATIONAL,23462,Repair shoulder capsule,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23465,Repair shoulder capsule,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23466,Repair shoulder capsule,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23470,Reconstruct shoulder joint,January_2025_ASC_Addenda.xlsx,9653.93,9653.93
5. ASC,2025,2025-01-01,NATIONAL,23472,Reconstruct shoulder joint,January_2025_ASC_Addenda.xlsx,14519.98,14519.98
5. ASC,2025,2025-01-01,NATIONAL,23480,Revision of collar bone,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23485,Revision of collar bone,January_2025_ASC_Addenda.xlsx,8689.58,8689.58
5. ASC,2025,2025-01-01,NATIONAL,23490,Reinforce clavicle,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23491,Reinforce shoulder bones,January_2025_ASC_Addenda.xlsx,8407.43,8407.43
5. ASC,2025,2025-01-01,NATIONAL,23500,Cltx clavicular fx w/o mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23505,Cltx clavicular fx w/mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23515,Optx clavicular fx w/int fix,January_2025_ASC_Addenda.xlsx,4610.41,4610.41
5. ASC,2025,2025-01-01,NATIONAL,23520,Cltx strnclav dislc w/o mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23525,Cltx strnclav dislc w/mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23530,Optx strnclav dislc aqt/chrn,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23532,Optx strclv dslc aq/chrn grf,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23540,Cltx acromclav dislc wo mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23545,Cltx acromclav dislc w/mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23550,Optx acromclv dislc aqt/chrn,January_2025_ASC_Addenda.xlsx,4567.4,4567.4
5. ASC,2025,2025-01-01,NATIONAL,23552,Optx acrclv dslc aq/chrn grf,January_2025_ASC_Addenda.xlsx,4631.01,4631.01
5. ASC,2025,2025-01-01,NATIONAL,23570,Cltx scapular fx w/o mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23575,Cltx scap fx w/mnpj +-tractj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23585,Optx scapular fx w/int fixj,January_2025_ASC_Addenda.xlsx,4729.76,4729.76
5. ASC,2025,2025-01-01,NATIONAL,23600,Cltx prox humrl fx w/o mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23605,Cltx prx hmrl fx mnpj+-tract,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23615,Optx prox humrl fx w/int fix,January_2025_ASC_Addenda.xlsx,9023.24,9023.24
5. ASC,2025,2025-01-01,NATIONAL,23616,Optx prx hmrl fx fix rpr rpl,January_2025_ASC_Addenda.xlsx,14195.82,14195.82
5. ASC,2025,2025-01-01,NATIONAL,23620,Cltx gr hmrl tbrs fx wo mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23625,Cltx gr hmrl tbrs fx w/mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23630,Optx gr hmrl tbrs fx int fix,January_2025_ASC_Addenda.xlsx,4551.34,4551.34
5. ASC,2025,2025-01-01,NATIONAL,23650,Cltx sho dslc w/mnpj wo anes,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,23655,Cltx sho dslc w/mnpj w/anes,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23660,Optx acute shoulder dislc,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23665,Cltx sho dslc fx gr hmrl tbr,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23670,Optx sho dislc fx,January_2025_ASC_Addenda.xlsx,4545.89,4545.89
5. ASC,2025,2025-01-01,NATIONAL,23675,Cltx sho dislc neck fx mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23680,Optx sho dislc neck fx fixj,January_2025_ASC_Addenda.xlsx,8452.07,8452.07
5. ASC,2025,2025-01-01,NATIONAL,23700,Mnpj anes sho jt fixj aprats,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,23800,Arthrodesis glenohumeral jt,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,23802,Arthrd glenohumeral jt w/grf,January_2025_ASC_Addenda.xlsx,6633.26,6633.26
5. ASC,2025,2025-01-01,NATIONAL,23921,Disarticulation sho sec clsr,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,23930,I&d upr a/e dp absc/hmtma,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,23931,I&d upr a/e bursa,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,23935,Inc dp opn b1 crtx hum/elbw,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24000,Arthrt elbw expl drg/rmvl fb,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24006,Arthrt elbw capsl exc rls,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24065,Biopsy arm/elbow soft tissue,January_2025_ASC_Addenda.xlsx,172.41,172.41
5. ASC,2025,2025-01-01,NATIONAL,24066,Biopsy arm/elbow soft tissue,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24071,Exc arm/elbow les sc 3 cm/>,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24073,Ex arm/elbow tum deep 5 cm/>,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24075,Exc arm/elbow les sc < 3 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,24076,Ex arm/elbow tum deep < 5 cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24077,Rad rescj tum tiss a/e <5cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24079,Rad rescj tum tiss a/e 5 cm+,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24100,Arthrt elbw synovial bx only,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24101,Arthrt elbw jt expl bx rmvl,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24102,Arthrt elbow w/synovectomy,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24105,Excision olecranon bursa,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24110,Exc/curtg b1 cst/b9 tum hum,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24115,Exc/crtg b1 cst/tum hum agrf,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24116,Exc/crtg b1 cst/tum hum algr,January_2025_ASC_Addenda.xlsx,4449.87,4449.87
5. ASC,2025,2025-01-01,NATIONAL,24120,Exc/crtg b1 cst/b9 tum rds,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24125,Exc/crtg b1 cst/tum rds agrf,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24126,Exc/crtg b1 cst/tum rds algr,January_2025_ASC_Addenda.xlsx,4566.79,4566.79
5. ASC,2025,2025-01-01,NATIONAL,24130,Excision radial head,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24134,Sequestrectomy shft/dstl hum,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24136,Sequestrectomy radial h/n,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24138,Sequestrectomy olecrn proces,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24140,Partial exc bone humerus,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24145,Prtl exc bone radial h/n,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24147,Prtl exc bone olecrn process,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24149,Radical resection of elbow,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24152,Rad resection tum radial h/n,January_2025_ASC_Addenda.xlsx,4702.8,4702.8
5. ASC,2025,2025-01-01,NATIONAL,24155,Resection of elbow joint,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24160,Rmvl prosthhumrl&ulnar cmpnt,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24164,Removal prosth radial head,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24200,Rmvl fb upper arm/elbw subq,January_2025_ASC_Addenda.xlsx,148.15,148.15
5. ASC,2025,2025-01-01,NATIONAL,24201,Rmvl fb upper arm/elbw deep,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,24220,Injection px for elbow arthg,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,24300,Mnpj elbow under anes,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24301,Musc/tdn transfer upr a/e 1,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24305,Tendon lngth upr a/e ea tdn,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24310,Tnot opn elbw to sho ea tdn,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24320,Tenoplasty elbow to sho 1,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24330,Flexor-plasty elbow,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24331,Flexor-plasty elbw w/advmnt,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24332,Tenolysis triceps,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24340,Tenodesis biceps tdn at elbw,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24341,Rpr tdn/musc upr a/e each,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24342,Repair of ruptured tendon,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24343,Repr elbow lat ligmnt w/tiss,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24344,Reconstruct elbow lat ligmnt,January_2025_ASC_Addenda.xlsx,4603.75,4603.75
5. ASC,2025,2025-01-01,NATIONAL,24345,Repr elbw med ligmnt w/tissu,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24346,Reconstruct elbow med ligmnt,January_2025_ASC_Addenda.xlsx,6633.26,6633.26
5. ASC,2025,2025-01-01,NATIONAL,24357,Repair elbow perc,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24358,Repair elbow w/deb open,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24359,Repair elbow deb/attch open,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24360,Reconstruct elbow joint,January_2025_ASC_Addenda.xlsx,5015.41,5015.41
5. ASC,2025,2025-01-01,NATIONAL,24361,Reconstruct elbow joint,January_2025_ASC_Addenda.xlsx,14036.62,14036.62
5. ASC,2025,2025-01-01,NATIONAL,24362,Reconstruct elbow joint,January_2025_ASC_Addenda.xlsx,9762.1,9762.1
5. ASC,2025,2025-01-01,NATIONAL,24363,Replace elbow joint,January_2025_ASC_Addenda.xlsx,14296.45,14296.45
5. ASC,2025,2025-01-01,NATIONAL,24365,Reconstruct head of radius,January_2025_ASC_Addenda.xlsx,9322.56,9322.56
5. ASC,2025,2025-01-01,NATIONAL,24366,Reconstruct head of radius,January_2025_ASC_Addenda.xlsx,9598.42,9598.42
5. ASC,2025,2025-01-01,NATIONAL,24370,Revise reconst elbow joint,January_2025_ASC_Addenda.xlsx,9003.21,9003.21
5. ASC,2025,2025-01-01,NATIONAL,24371,Revise reconst elbow joint,January_2025_ASC_Addenda.xlsx,13657.19,13657.19
5. ASC,2025,2025-01-01,NATIONAL,24400,Revision of humerus,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24410,Revision of humerus,January_2025_ASC_Addenda.xlsx,6633.26,6633.26
5. ASC,2025,2025-01-01,NATIONAL,24420,Revision of humerus,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24430,Repair of humerus,January_2025_ASC_Addenda.xlsx,9009.5,9009.5
5. ASC,2025,2025-01-01,NATIONAL,24435,Repair humerus with graft,January_2025_ASC_Addenda.xlsx,9001.49,9001.49
5. ASC,2025,2025-01-01,NATIONAL,24470,Revision of elbow joint,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,24495,Decompression of forearm,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24498,Reinforce humerus,January_2025_ASC_Addenda.xlsx,9256.74,9256.74
5. ASC,2025,2025-01-01,NATIONAL,24500,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24505,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24515,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,8663.25,8663.25
5. ASC,2025,2025-01-01,NATIONAL,24516,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,8781.15,8781.15
5. ASC,2025,2025-01-01,NATIONAL,24530,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24535,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24538,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24545,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,8968.3,8968.3
5. ASC,2025,2025-01-01,NATIONAL,24546,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,9320.27,9320.27
5. ASC,2025,2025-01-01,NATIONAL,24560,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24565,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24566,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24575,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,8490.99,8490.99
5. ASC,2025,2025-01-01,NATIONAL,24576,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24577,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24579,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,8486.41,8486.41
5. ASC,2025,2025-01-01,NATIONAL,24582,Treat humerus fracture,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24586,Treat elbow fracture,January_2025_ASC_Addenda.xlsx,8981.46,8981.46
5. ASC,2025,2025-01-01,NATIONAL,24587,Treat elbow fracture,January_2025_ASC_Addenda.xlsx,8978.6,8978.6
5. ASC,2025,2025-01-01,NATIONAL,24600,Treat elbow dislocation,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24605,Treat elbow dislocation,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24615,Treat elbow dislocation,January_2025_ASC_Addenda.xlsx,4576.49,4576.49
5. ASC,2025,2025-01-01,NATIONAL,24620,Treat elbow fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24635,Treat elbow fracture,January_2025_ASC_Addenda.xlsx,4801.55,4801.55
5. ASC,2025,2025-01-01,NATIONAL,24640,Treat elbow dislocation,January_2025_ASC_Addenda.xlsx,58.22,58.22
5. ASC,2025,2025-01-01,NATIONAL,24650,Treat radius fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24655,Treat radius fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24665,Treat radius fracture,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24666,Treat radius fracture,January_2025_ASC_Addenda.xlsx,9921.2,9921.2
5. ASC,2025,2025-01-01,NATIONAL,24670,Treat ulnar fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,24675,Treat ulnar fracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,24685,Treat ulnar fracture,January_2025_ASC_Addenda.xlsx,4512.27,4512.27
5. ASC,2025,2025-01-01,NATIONAL,24800,Fusion of elbow joint,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,24802,Fusion/graft of elbow joint,January_2025_ASC_Addenda.xlsx,6633.26,6633.26
5. ASC,2025,2025-01-01,NATIONAL,24925,Amputation follow-up surgery,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25000,Incision of tendon sheath,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25001,Incise flexor carpi radialis,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25020,Decompress forearm 1 space,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25023,Decompress forearm 1 space,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25024,Decompress forearm 2 spaces,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25025,Decompress forearm 2 spaces,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25028,Drainage of forearm lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25031,Drainage of forearm bursa,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25035,Treat forearm bone lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25040,Explore/treat wrist joint,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25065,Biopsy forearm soft tissues,January_2025_ASC_Addenda.xlsx,171.76,171.76
5. ASC,2025,2025-01-01,NATIONAL,25066,Biopsy forearm soft tissues,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,25071,Exc forearm les sc 3 cm/>,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,25073,Exc forearm tum deep 3 cm/>,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,25075,Exc forearm les sc < 3 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,25076,Exc forearm tum deep < 3 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,25077,Resect forearm/wrist tum<3cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,25078,Resect forarm/wrist tum 3cm>,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,25085,Incision of wrist capsule,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25100,Biopsy of wrist joint,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
